2.474996574056995939e+02	1.814655539515898681e+02
2.489996553293705119e+02	3.908461212626191639e+01
4.949993148113991879e+02	7.349872086016979722e+01
9.884986316991274862e+02	1.581739155508208050e+01
9.894986303149081550e+02	2.725656411672988000e+01
9.909986282385790446e+02	1.500282984275217579e+01
1.233998291873265998e+03	1.628939516270768095e+01
1.235498289796936888e+03	3.037577763068497561e+01
1.236998287720607777e+03	5.248691234686746299e+01
1.238498285644278667e+03	2.792524622024493652e+01
1.240498282875839777e+03	2.435168117133315491e+01
1.241498281491620446e+03	1.521641428658503159e+01
1.484497945126307286e+03	4.925033545382235189e+01
1.485497943742087955e+03	3.363369344029229069e+01
1.487497940973649065e+03	2.223057332215763182e+01
1.488997938897319955e+03	2.300453911687610287e+01
1.730997603916226353e+03	2.316213543280106535e+01
1.731997602532006795e+03	3.025305633165104169e+01
1.732997601147787464e+03	3.105115747019586436e+01
1.734997598379348801e+03	1.996433050174074353e+01
