3.274995346175394957e+02	2.751496369088797422e+01
3.294995317755091833e+02	5.452097699494329319e+00
6.549990692350789914e+02	1.069636346565919460e+01
9.834986024316032172e+02	7.914542516069907663e+00
1.311498136338635049e+03	8.253304575402429677e+00
1.634497677350742833e+03	5.443799918906597313e+00
1.636997673798204914e+03	5.123382074197110114e+00
1.637997672377189701e+03	5.871170845844671859e+00
1.639497670245666995e+03	6.729335111879142239e+00
1.640997668114144290e+03	6.603765784926956428e+00
1.642997665272114091e+03	5.518979133527357028e+00
1.645997661009068679e+03	5.135042620699075577e+00
1.964497208415744353e+03	6.101489786752313904e+00
1.967997203442191449e+03	5.091556064660324843e+00
2.289996745875313991e+03	5.894536243658334840e+00
2.292496742322776299e+03	6.276267864937630669e+00
2.294496739480745873e+03	7.818338223891200478e+00
2.296996735928208182e+03	5.192290691454153340e+00
2.617496280492853657e+03	6.230550537745023654e+00
2.619996276940315965e+03	9.788651622577798861e+00
