3.274995431844495215e+02	8.342565041063222964e+01
3.294995403947362433e+02	2.001740037335489220e+01
6.549990863688990430e+02	4.375100499740511850e+01
6.564990842766139849e+02	2.453945650384808630e+01
6.574990828817574311e+02	1.525672827074578386e+01
9.829986288559201739e+02	1.783507399580790675e+01
9.844986267636352295e+02	1.100399260502466880e+01
1.310998171342941305e+03	1.609883483052755082e+01
1.637497715922247608e+03	2.646188791437995391e+01
1.639497713132534273e+03	1.491292697721752170e+01
1.640497711737677491e+03	1.856835865616290349e+01
1.641497710342820938e+03	2.032204073873582928e+01
1.646497703368537714e+03	1.378215868373992237e+01
1.964997259106696902e+03	3.117900884960900854e+01
1.966997256316983794e+03	1.598601550101604829e+01
1.967997254922127013e+03	1.461086641677096409e+01
1.968997253527270459e+03	1.446849033164805398e+01
2.292496802291146651e+03	1.970552092392059507e+01
2.293996800198861365e+03	1.364282316617183888e+01
2.619996345475596172e+03	1.319247508959752579e+01
