0.0	-71.22415
2e-05	-65.70002
5e-05	-60.20600
7e-05	-59.18295
9e-05	-58.71333
0.00011	-54.74597
0.00014	-55.66112
0.00016	-64.73393
0.00018	-66.22660
0.0002	-64.73393
0.00023	-68.72537
0.00025	[-inf]
0.00027	-80.76657
0.00029	-65.20355
0.00032	-60.76657
0.00034	-65.70002
0.00036	-66.22660
0.00039	-78.26780
0.00041	-56.50508
0.00043	-53.16235
0.00045	-50.48448
0.00048	-48.58180
0.0005	-50.75453
0.00052	-51.32120
0.00054	-51.61903
0.00057	-61.68172
0.00059	-80.76657
0.00061	-55.19150
0.00063	-52.57918
0.00066	-52.03272
0.00068	-49.80288
0.0007	-53.28383
0.00073	-57.43995
0.00075	-84.28840
0.00077	-56.68417
0.00079	-55.66112
0.00082	-54.18540
0.00084	-54.46116
0.00086	-56.15760
0.00088	-65.20355
0.00091	-73.40704
0.00093	-61.68172
0.00095	-63.86461
0.00098	-62.70477
0.001	-61.36584
0.00102	-63.86461
0.00104	-64.28840
0.00107	-69.48114
0.00109	-76.32960
0.00111	-90.30900
0.00113	-62.35020
0.00116	-69.48114
0.00118	-64.28840
0.0012	-54.89196
0.00122	-54.74597
0.00125	-57.05384
0.00127	-56.15760
0.00129	-55.66112
0.00132	-51.22415
0.00134	-53.78750
0.00136	-63.07444
0.00138	-53.16235
0.00141	-51.82341
0.00143	-50.75453
0.00145	-50.30900
0.00147	-55.19150
0.0015	-54.89196
0.00152	-53.40704
0.00154	-69.48114
0.00156	-62.70477
0.00159	-63.07444
0.00161	-80.76657
0.00163	-60.76657
0.00166	-71.22415
0.00168	-58.48771
0.0017	-55.66112
0.00172	-56.32960
0.00175	-53.53202
0.00177	-55.19150
0.00179	-70.30900
0.00181	[-inf]
0.00184	-66.78717
0.00186	-63.46055
0.00188	-56.50508
0.0019	-66.78717
0.00193	-74.74597
0.00195	-69.48114
0.00197	-56.68417
0.002	-60.76657
0.00202	-56.32960
0.00204	-53.78750
0.00206	-55.98893
0.00209	-60.76657
0.00211	-74.74597
0.00213	-61.68172
0.00215	-64.28840
0.00218	-90.30900
0.0022	-61.06104
0.00222	-59.18295
0.00224	-65.20355
0.00227	-66.22660
