0.0	-26.49116
2e-05	-25.89115
5e-05	-25.53804
7e-05	-25.27137
9e-05	-25.01264
0.00011	-24.71566
0.00014	-24.58436
0.00016	-24.54401
0.00018	-24.44617
0.0002	-24.53061
0.00023	-25.00792
0.00025	-25.64908
0.00027	-26.46881
0.00029	-27.48628
0.00032	-28.48270
0.00034	-29.62445
0.00036	-30.84644
0.00039	-32.13930
0.00041	-33.40704
0.00043	-34.37751
0.00045	-35.79077
0.00048	-37.40055
0.0005	-39.50241
0.00052	-44.20197
0.00054	-57.84401
0.00057	-54.89196
0.00059	-44.55296
0.00061	-40.42591
0.00063	-37.94804
0.00066	-36.86704
0.00068	-36.31224
0.0007	-35.66112
0.00073	-35.26803
0.00075	-35.64505
0.00077	-35.62901
0.00079	-36.07285
0.00082	-36.05600
0.00084	-35.14591
0.00086	-34.86256
0.00088	-33.90497
0.00091	-33.73580
0.00093	-32.79620
0.00095	-32.22551
0.00098	-31.89610
0.001	-31.35053
0.00102	-31.14728
0.00104	-31.17603
0.00107	-31.25315
0.00109	-31.49867
0.00111	-31.85449
0.00113	-32.11788
0.00116	-32.97144
0.00118	-32.95965
0.0012	-33.22288
0.00122	-33.77455
0.00125	-34.37751
0.00127	-34.14478
0.00129	-33.53202
0.00132	-32.70416
0.00134	-31.63925
0.00136	-30.73626
0.00138	-29.99342
0.00141	-29.68083
0.00143	-29.04984
0.00145	-28.42657
0.00147	-27.91728
0.0015	-27.91728
0.00152	-28.00345
0.00154	-27.94370
0.00156	-28.09720
0.00159	-28.48974
0.00161	-28.91564
0.00163	-29.37910
0.00166	-29.68083
0.00168	-30.29164
0.0017	-31.63925
0.00172	-32.35646
0.00175	-33.51944
0.00177	-34.22621
0.00179	-34.83327
0.00181	-36.14058
0.00184	-37.42023
0.00186	-39.35350
0.00188	-40.56623
0.0019	-41.21210
0.00193	-42.07660
0.00195	-42.63269
0.00197	-43.57980
0.002	-43.90607
0.00202	-46.22660
0.00204	-47.76690
0.00206	-47.63822
0.00209	-49.17090
0.00211	-55.04044
